"department","course","section","author","bookImage","edition","isbn","title","publisher","price","forRent","print","subscriptionTime"
"HFT","3700","0002","Holden","//bkstr.scene7.com/is/image/Bkstr/9781138785762","3rd","9781138785762","Environment & Tourism","Routledge",65.95,false,true,
"HFT","3700","0002","Holden","//bkstr.scene7.com/is/image/Bkstr/9781138785762","3rd","9781138785762","Environment & Tourism","Routledge",49.5,false,true,
"HFT","3700","0002","Holden","//bkstr.scene7.com/is/image/Bkstr/9781138785762","3rd","9781138785762","Environment & Tourism","Routledge",26.38,true,true,
"HFT","3700","0002","Holden","//bkstr.scene7.com/is/image/Bkstr/9781138785762","3rd","9781138785762","Environment & Tourism","Routledge",49.46,true,true,
"HIS","3464","0001","Ede","//bkstr.scene7.com/is/image/Bkstr/9781442634992","3rd","9781442634992","History of Science in Society","University of Toronto Press",56,false,true,
"HIS","3464","0001","Ede","//bkstr.scene7.com/is/image/Bkstr/9781442634992","3rd","9781442634992","History of Science in Society","University of Toronto Press",42,true,true,
"HIS","3464","0001","Ede","//bkstr.scene7.com/is/image/Bkstr/9781442634992","3rd","9781442634992","History of Science in Society","University of Toronto Press",22.4,true,true,
"HIS","3464","0001","Ede","//bkstr.scene7.com/is/image/Bkstr/9781442634992","3rd","9781442634992","History of Science in Society","University of Toronto Press",42,false,true,
"HIS","3464","0001","Collins","//bkstr.scene7.com/is/image/Bkstr/9780745682044","N/A","9780745682044","Are We All Scientific Experts Now?","Polity Press",12.95,false,true,
"HIS","3464","0001","Collins","//bkstr.scene7.com/is/image/Bkstr/9780745682044","N/A","9780745682044","Are We All Scientific Experts Now?","Polity Press",9.71,true,true,
"HIS","3464","0001","Cormack","//bkstr.scene7.com/is/image/Bkstr/9781442635012","3rd","9781442635012","A History of Science in Society","University of Toronto Press",45.95,true,false,
"HIS","3491","0001","Sacks","//bkstr.scene7.com/is/image/Bkstr/9780684853949","N/A","9780684853949","Man Who Mistook His Wife for a Hat","Simon & Schuster",16.99,false,true,
"HIS","3491","0001","Sacks","//bkstr.scene7.com/is/image/Bkstr/9780684853949","N/A","9780684853949","Man Who Mistook His Wife for a Hat","Simon & Schuster",9.34,true,true,
"HIS","3491","0001","Sacks","//bkstr.scene7.com/is/image/Bkstr/9780684853949","N/A","9780684853949","Man Who Mistook His Wife for a Hat","Simon & Schuster",6.8,true,true,
"HIS","3491","0001","Sacks","//bkstr.scene7.com/is/image/Bkstr/9780684853949","N/A","9780684853949","Man Who Mistook His Wife for a Hat","Simon & Schuster",12.75,false,true,
"HIS","3491","0001","Fett","//bkstr.scene7.com/is/image/Bkstr/9780807853788","N/A","9780807853788","Working Cures...Southern Slave Plantation","University of North Carolina at Chapel Hill",39.95,false,true,
"HIS","3491","0001","Fett","//bkstr.scene7.com/is/image/Bkstr/9780807853788","N/A","9780807853788","Working Cures...Southern Slave Plantation","University of North Carolina at Chapel Hill",29.96,true,true,
"HIS","4930","0001","Prince","//bkstr.scene7.com/is/image/Bkstr/9780195099270","N/A","9780195099270","Brooklyn's Dodgers","Oxford University Press",48.95,false,true,
"HIS","4930","0001","Jay","//bkstr.scene7.com/is/image/Bkstr/9780231125352","N/A","9780231125352","More Than Just a Game: Sports in American Life Since 1945","Columbia University Press (Now Perseus)",12.8,true,true,
"HIS","4930","0001","Jay","//bkstr.scene7.com/is/image/Bkstr/9780231125352","N/A","9780231125352","More Than Just a Game: Sports in American Life Since 1945","Columbia University Press (Now Perseus)",24,false,true,
"HIS","4930","0001","Jay","//bkstr.scene7.com/is/image/Bkstr/9780231125352","N/A","9780231500708","More Than Just a Game","INGRAM",22.75,true,false,
"HIS","4935","0002","Franklin","//bkstr.scene7.com/is/image/Bkstr/9780451469885","N/A","9780451469885","Autobiography & Other Writings","New American Library",5.95,false,true,
"HIS","4935","0002","Franklin","//bkstr.scene7.com/is/image/Bkstr/9780451469885","N/A","9780451469885","Autobiography & Other Writings","New American Library",2.38,true,true,
"HIS","4935","0002","Franklin","//bkstr.scene7.com/is/image/Bkstr/9780451469885","N/A","9780451469885","Autobiography & Other Writings","New American Library",4.5,false,true,
"HIS","4935","0002","Lepore","//bkstr.scene7.com/is/image/Bkstr/9780307948830","N/A","9780307948830","Book of Ages","Knopf Doubleday Publishing Group",17.95,false,true,
"HIS","4935","0002","Lepore","//bkstr.scene7.com/is/image/Bkstr/9780307948830","N/A","9780307948830","Book of Ages","Knopf Doubleday Publishing Group",13.46,true,true,
"HIS","4935","0002","Lepore","//bkstr.scene7.com/is/image/Bkstr/9780307948830","N/A","9780307948830","Book of Ages","Knopf Doubleday Publishing Group",7.18,true,true,
"HIS","4935","0002","Lepore","//bkstr.scene7.com/is/image/Bkstr/9780307948830","N/A","9780307948830","Book of Ages","Knopf Doubleday Publishing Group",13.5,false,true,
"HIS","4935","0002","Klepp","//bkstr.scene7.com/is/image/Bkstr/9780271026763","N/A","9780271026763","Infortunate","Pennsylvania State University Press",21.95,false,true,
"HIS","4935","0002","Klepp","//bkstr.scene7.com/is/image/Bkstr/9780271026763","N/A","9780271026763","Infortunate","Pennsylvania State University Press",16.46,true,true,
"HIS","4935","0002","Klepp","//bkstr.scene7.com/is/image/Bkstr/9780271026763","N/A","9780271026763","Infortunate","Pennsylvania State University Press",8.78,true,true,
"HIS","4935","0002","Klepp","//bkstr.scene7.com/is/image/Bkstr/9780271026763","N/A","9780271026763","Infortunate","Pennsylvania State University Press",16.5,false,true,
"HIS","4935","0003","Southgate","//bkstr.scene7.com/is/image/Bkstr/9780300225808","2nd","9780300225808","People & the Land Through Time","Yale University Press",40,false,true,
"HIS","4935","0003","Southgate","//bkstr.scene7.com/is/image/Bkstr/9780300225808","2nd","9780300225808","People & the Land Through Time","Yale University Press",28,true,true,
"HIS","4935","0003","Southgate","//bkstr.scene7.com/is/image/Bkstr/9780300225808","2nd","9780300225808","People & the Land Through Time","Yale University Press",20,true,true,
"HIS","4935","0003","Southgate","//bkstr.scene7.com/is/image/Bkstr/9780300225808","2nd","9780300225808","People & the Land Through Time","Yale University Press",30,false,true,
"HIS","4935","0003","Meinig","//bkstr.scene7.com/is/image/Bkstr/9780195025361","N/A","9780195025361","Interpretation of Ordinary Landscapes","Oxford University Press",54.95,false,true,
"HIS","4935","0003","Meinig","//bkstr.scene7.com/is/image/Bkstr/9780195025361","N/A","9780195025361","Interpretation of Ordinary Landscapes","Oxford University Press",27.48,true,true,
"HIS","4935","0003","Meinig","//bkstr.scene7.com/is/image/Bkstr/9780195025361","N/A","9780195025361","Interpretation of Ordinary Landscapes","Oxford University Press",41.25,false,true,
"HIS","4935","0003","Cronon","//bkstr.scene7.com/is/image/Bkstr/9780809016341","N/A","9780809016341","Changes in Land (20th Anniv Ed)","Farrar, Straus & Giroux",16,false,true,
"HIS","4935","0003","Cronon","//bkstr.scene7.com/is/image/Bkstr/9780809016341","N/A","9780809016341","Changes in Land (20th Anniv Ed)","Farrar, Straus & Giroux",11.2,true,true,
"HIS","4935","0003","Cronon","//bkstr.scene7.com/is/image/Bkstr/9780809016341","N/A","9780809016341","Changes in Land (20th Anniv Ed)","Farrar, Straus & Giroux",12,false,true,
"HIS","4935","0005","Stack","//bkstr.scene7.com/is/image/Bkstr/9780813031910","N/A","9780813031910","New Deal in South Florida","University Press of Florida",29.95,false,true,
"HIS","4935","0005","Hanson","//bkstr.scene7.com/is/image/Bkstr/9780826221544","N/A","9780826221544","Mary Mcleod Bethune & Black Women's Political Activism","University of Missouri Press",25,false,true,
"HIS","4935","0005","Rowley","//bkstr.scene7.com/is/image/Bkstr/9780312610630","N/A","9780312610630","Franklin & Eleanor","Picador",19,false,true,
"HIS","4935","0005","Rowley","//bkstr.scene7.com/is/image/Bkstr/9780312610630","N/A","9780312610630","Franklin & Eleanor","Picador",14.25,false,true,
"HIS","4935","0005","Dunn","//bkstr.scene7.com/is/image/Bkstr/9780300205749","N/A","9780300205749","1940","Yale University Press",20,false,true,
"HIS","4935","0005","Dunn","//bkstr.scene7.com/is/image/Bkstr/9780300205749","N/A","9780300205749","1940","Yale University Press",15,true,true,
"HIS","4935","0005","Dunn","//bkstr.scene7.com/is/image/Bkstr/9780300205749","N/A","9780300205749","1940","Yale University Press",8,true,true,
"HIS","4935","0005","Dunn","//bkstr.scene7.com/is/image/Bkstr/9780300205749","N/A","9780300205749","1940","Yale University Press",15,false,true,
"HIS","4935","0005","Roth","//bkstr.scene7.com/is/image/Bkstr/9781400079490","N/A","9781400079490","Plot Against America","Penguin Random House, Inc",17,false,true,
"HIS","4935","0005","Roth","//bkstr.scene7.com/is/image/Bkstr/9781400079490","N/A","9781400079490","Plot Against America","Penguin Random House, Inc",12.75,true,true,
"HIS","4935","0005","Roth","//bkstr.scene7.com/is/image/Bkstr/9781400079490","N/A","9781400079490","Plot Against America","Penguin Random House, Inc",6.8,true,true,
"HIS","4935","0005","Roth","//bkstr.scene7.com/is/image/Bkstr/9781400079490","N/A","9781400079490","Plot Against America","Penguin Random House, Inc",12.75,false,true,
"HIS","4935","0005","Rowley","//bkstr.scene7.com/is/image/Bkstr/9781429962872","1st","9781429962872","Franklin and Eleanor","Macmillan",9.99,true,false,
"HSC","4711","0001","Armbruster","//bkstr.scene7.com/is/image/Bkstr/9781492552666","N/A","9781492552666","Fitness & Wellness","Human Kinetics",129,false,true,
"HSC","4711","0001","Armbruster","//bkstr.scene7.com/is/image/Bkstr/9781492552666","N/A","9781492552666","Fitness & Wellness","Human Kinetics",96.75,false,true,
"HSC","4711","0001","Armbruster","//bkstr.scene7.com/is/image/Bkstr/9781492552666","N/A","9781492552666","Fitness & Wellness","Human Kinetics",51.6,true,true,
"HUN","1201","0001","Cengage","//bkstr.scene7.com/is/image/Bkstr/9780357745847","15th","9780357745847","Florida State Univ HUN 1201","Cengage Auto Provisioning",107.25,true,false,
"HUN","1201","0002","Cengage","//bkstr.scene7.com/is/image/Bkstr/9780357745847","15th","9780357745847","Florida State Univ HUN 1201","Cengage Auto Provisioning",107.25,true,false,
"HUN","1201","0003","Cengage","//bkstr.scene7.com/is/image/Bkstr/9780357745847","15th","9780357745847","Florida State Univ HUN 1201","Cengage Auto Provisioning",107.25,true,false,
"HUN","1201","0005","Cengage","//bkstr.scene7.com/is/image/Bkstr/9780357745847","15th","9780357745847","Florida State Univ HUN 1201","Cengage Auto Provisioning",107.25,true,false,
"HUN","1201","0007","Cengage","//bkstr.scene7.com/is/image/Bkstr/9780357745847","15th","9780357745847","Florida State Univ HUN 1201","Cengage Auto Provisioning",107.25,true,false,
"HUN","1201","0009","Cengage","//bkstr.scene7.com/is/image/Bkstr/9780357745847","15th","9780357745847","Florida State Univ HUN 1201","Cengage Auto Provisioning",107.25,true,false,
"HUN","1201","0010","Cengage","//bkstr.scene7.com/is/image/Bkstr/9780357745847","15th","9780357745847","Florida State Univ HUN 1201","Cengage Auto Provisioning",107.25,true,false,
"HUN","1201","0011","Cengage","//bkstr.scene7.com/is/image/Bkstr/9780357745847","15th","9780357745847","Florida State Univ HUN 1201","Cengage Auto Provisioning",107.25,true,false,
"HUN","1201","0012","Cengage","//bkstr.scene7.com/is/image/Bkstr/9780357745847","15th","9780357745847","Florida State Univ HUN 1201","Cengage Auto Provisioning",107.25,true,false,
"HUN","1201","0013","Cengage","//bkstr.scene7.com/is/image/Bkstr/9780357745847","15th","9780357745847","Florida State Univ HUN 1201","Cengage Auto Provisioning",107.25,true,false,
"HUN","3224","0001","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",250,false,true,
"HUN","3224","0001","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",187.5,false,true,
"HUN","3224","0001","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",162.5,true,true,
"HUN","3224","0001","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",100,true,true,
"HUN","3224","0001","Carr","//bkstr.scene7.com/is/image/Bkstr/9780357745854","7th","9780357745854","Advanced Nutrition and Human Metabolism","Cengage Learning",35,true,false,"180"
"HUN","3224","0002","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",250,false,true,
"HUN","3224","0002","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",187.5,false,true,
"HUN","3224","0002","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",162.5,true,true,
"HUN","3224","0002","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",100,true,true,
"HUN","3224","0002","Carr","//bkstr.scene7.com/is/image/Bkstr/9781337514217","7th","9781337514217","Advanced Nutrition and Human Metabolism","Cengage Learning",30.58,true,false,"120"
"HUN","3224","0002","Carr","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781337514217","Advanced Nutrition and Human Metabolism","Cengage Learning",34.99,true,false,"180"
"HUN","3224","0002","Carr","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781337514217","Advanced Nutrition and Human Metabolism","Cengage Learning",69.49,true,false,
"HUN","3224","0003","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",250,false,true,
"HUN","3224","0003","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",187.5,false,true,
"HUN","3224","0003","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",162.5,true,true,
"HUN","3224","0003","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",100,true,true,
"HUN","3224","0003","Carr","//bkstr.scene7.com/is/image/Bkstr/9780357745854","7th","9780357745854","Advanced Nutrition and Human Metabolism","Cengage Learning",35,true,false,"180"
"HUN","3226","0001","Carr","//bkstr.scene7.com/is/image/Bkstr/9780357745854","7th","9780357745854","Advanced Nutrition and Human Metabolism","Cengage Learning",35,true,false,"180"
"HUN","3226","0002","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",250,false,true,
"HUN","3226","0002","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",187.5,false,true,
"HUN","3226","0002","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",162.5,true,true,
"HUN","3226","0002","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",100,true,true,
"HUN","3226","0002","Carr","//bkstr.scene7.com/is/image/Bkstr/9781337514217","7th","9781337514217","Advanced Nutrition and Human Metabolism","Cengage Learning",30.58,true,false,"120"
"HUN","3226","0002","Carr","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781337514217","Advanced Nutrition and Human Metabolism","Cengage Learning",34.99,true,false,"180"
"HUN","3226","0002","Carr","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781337514217","Advanced Nutrition and Human Metabolism","Cengage Learning",69.49,true,false,
"HUN","3226","0003","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",250,false,true,
"HUN","3226","0003","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",187.5,false,true,
"HUN","3226","0003","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",162.5,true,true,
"HUN","3226","0003","Gropper","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781305627857","Advanced Nutrition & Human Metabolism","Cengage Learning",100,true,true,
"HUN","3226","0003","Carr","//bkstr.scene7.com/is/image/Bkstr/9781337514217","7th","9781337514217","Advanced Nutrition and Human Metabolism","Cengage Learning",30.58,true,false,"120"
"HUN","3226","0003","Carr","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781337514217","Advanced Nutrition and Human Metabolism","Cengage Learning",34.99,true,false,"180"
"HUN","3226","0003","Carr","//bkstr.scene7.com/is/image/Bkstr/9781305627857","7th","9781337514217","Advanced Nutrition and Human Metabolism","Cengage Learning",69.49,true,false,
"HUN","4905","0001","Payne-Palacio","//bkstr.scene7.com/is/image/Bkstr/9780763790066","4th","9780763790066","Profession of Dietetics","Jones & Bartlett Learning",66,false,true,
"HUN","4905","0001","Payne-Palacio","//bkstr.scene7.com/is/image/Bkstr/9780763790066","4th","9780763790066","Profession of Dietetics","Jones & Bartlett Learning",35.18,true,true,
"HUN","4905","0002","Doyle","//bkstr.scene7.com/is/image/Bkstr/9781555819965","5th","9781555819965","Food Microbiology","ASM PRESS",239.99,false,true,
"IDC","3931","0001","Sanders","//bkstr.scene7.com/is/image/Bkstr/9781943153602","N/A","9781943153602","Supply Chain Analytics","Prospect Press",31.66,true,false,
"IDH","2117","0001","Ore","//bkstr.scene7.com/is/image/Bkstr/9780190647964","7th","9780190647964","Social Construction of Difference & Inequality","Oxford University Press",86.95,false,true,
"IDH","2117","0001","Ore","//bkstr.scene7.com/is/image/Bkstr/9780190647964","7th","9780190647964","Social Construction of Difference & Inequality","Oxford University Press",65.25,false,true,
"IDH","2117","0001","Ore","//bkstr.scene7.com/is/image/Bkstr/9780190647964","7th","9780190647964","Social Construction of Difference & Inequality","Oxford University Press",34.78,true,true,
"IDH","2117","0001","Ore","//bkstr.scene7.com/is/image/Bkstr/9780190647964","7th","9780190647964","Social Construction of Difference & Inequality","Oxford University Press",56.52,true,true,
"IDH","2117","0001","McNamee","//bkstr.scene7.com/is/image/Bkstr/9781538103401","4th","9781538103401","Meritocracy Myth","Rowman & Littlefield Publishers, Inc (USE ROWMN)",37,false,true,
"IDH","2117","0001","McNamee","//bkstr.scene7.com/is/image/Bkstr/9781538103401","4th","9781538103401","Meritocracy Myth","Rowman & Littlefield Publishers, Inc (USE ROWMN)",27.75,true,true,
"IDH","2117","0001","McNamee","//bkstr.scene7.com/is/image/Bkstr/9781538103401","4th","9781538103418","The Meritocracy Myth","Rowman & Littlefield Publishers, Inc (USE ROWMN)",35,true,false,
"IDH","2118","0001","Leguin","//bkstr.scene7.com/is/image/Bkstr/9780060512750","N/A","9780060512750","Dispossessed (Trade Ed)","Harper Collins Publishers",15.99,false,true,
"IDH","2118","0001","Leguin","//bkstr.scene7.com/is/image/Bkstr/9780060512750","N/A","9780060512750","Dispossessed (Trade Ed)","Harper Collins Publishers",12,false,true,
"IDH","2118","0001","Leguin","//bkstr.scene7.com/is/image/Bkstr/9780060512750","N/A","9780060512750","Dispossessed (Trade Ed)","Harper Collins Publishers",6.4,true,true,
"IDH","2118","0001","Leguin","//bkstr.scene7.com/is/image/Bkstr/9780060512750","N/A","9780060512750","Dispossessed (Trade Ed)","Harper Collins Publishers",11.99,true,true,
"IDH","2118","0001","Piercy","//bkstr.scene7.com/is/image/Bkstr/9780449000946","N/A","9780449000946","Woman on the Edge of Time (Trade Ed)","Ballantine Books",17,false,true,
"IDH","2118","0001","Piercy","//bkstr.scene7.com/is/image/Bkstr/9780449000946","N/A","9780449000946","Woman on the Edge of Time (Trade Ed)","Ballantine Books",12.75,false,true,
"IDH","2118","0001","Piercy","//bkstr.scene7.com/is/image/Bkstr/9780449000946","N/A","9780449000946","Woman on the Edge of Time (Trade Ed)","Ballantine Books",6.8,true,true,
"IDH","2118","0001","Piercy","//bkstr.scene7.com/is/image/Bkstr/9780449000946","N/A","9780449000946","Woman on the Edge of Time (Trade Ed)","Ballantine Books",12.75,true,true,
"IDH","2118","0001","Claeys","//bkstr.scene7.com/is/image/Bkstr/9781479837076","2nd","9781479837076","Utopia Reader","New York University Press",40,false,true,
"IDH","2118","0001","Claeys","//bkstr.scene7.com/is/image/Bkstr/9781479837076","2nd","9781479837076","Utopia Reader","New York University Press",30,false,true,
"IDH","2118","0001","Claeys","//bkstr.scene7.com/is/image/Bkstr/9781479837076","2nd","9781479837076","Utopia Reader","New York University Press",16,true,true,
"IDH","2118","0001","Claeys","//bkstr.scene7.com/is/image/Bkstr/9781479837076","2nd","9781479837076","Utopia Reader","New York University Press",30,true,true,
"IDH","2118","0001","Atwood","//bkstr.scene7.com/is/image/Bkstr/9780385490818","N/A","9780385490818","Handmaid's Tale","Doubleday Books",15.95,false,true,
"IDH","2118","0001","Atwood","//bkstr.scene7.com/is/image/Bkstr/9780385490818","N/A","9780385490818","Handmaid's Tale","Doubleday Books",12,false,true,
"IDH","2118","0001","Atwood","//bkstr.scene7.com/is/image/Bkstr/9780385490818","N/A","9780385490818","Handmaid's Tale","Doubleday Books",11.17,true,true,
"IDH","2118","0001","Smith","//bkstr.scene7.com/is/image/Bkstr/9781608462667","N/A","9781608462667","Marx's Capital","HAYMARKET",15,false,true,
"IDH","2118","0001","Smith","//bkstr.scene7.com/is/image/Bkstr/9781608462667","N/A","9781608462667","Marx's Capital","HAYMARKET",11.25,false,true,
"IDH","2118","0001","Smith","//bkstr.scene7.com/is/image/Bkstr/9781608462667","N/A","9781608462667","Marx's Capital","HAYMARKET",6,true,true,
"IDH","2118","0001","Smith","//bkstr.scene7.com/is/image/Bkstr/9781608462667","N/A","9781608462667","Marx's Capital","HAYMARKET",11.25,true,true,
"IDH","2118","0001","Atwood","//bkstr.scene7.com/is/image/Bkstr/9780547345666","N/A","9780547345666","The Handmaid's Tale","Houghton Mifflin Harcourt Supplemental Publishers",11,true,false,
"IDH","2118","0002","Atwood","//bkstr.scene7.com/is/image/Bkstr/9780385490818","N/A","9780385490818","Handmaid's Tale","Doubleday Books",15.95,false,true,
"IDH","2118","0002","Atwood","//bkstr.scene7.com/is/image/Bkstr/9780385490818","N/A","9780385490818","Handmaid's Tale","Doubleday Books",12,false,true,
"IDH","2118","0002","Atwood","//bkstr.scene7.com/is/image/Bkstr/9780385490818","N/A","9780385490818","Handmaid's Tale","Doubleday Books",11.17,true,true,
"IDH","2118","0002","Leguin","//bkstr.scene7.com/is/image/Bkstr/9780060512750","N/A","9780060512750","Dispossessed (Trade Ed)","Harper Collins Publishers",15.99,false,true,
"IDH","2118","0002","Leguin","//bkstr.scene7.com/is/image/Bkstr/9780060512750","N/A","9780060512750","Dispossessed (Trade Ed)","Harper Collins Publishers",12,false,true,
"IDH","2118","0002","Leguin","//bkstr.scene7.com/is/image/Bkstr/9780060512750","N/A","9780060512750","Dispossessed (Trade Ed)","Harper Collins Publishers",6.4,true,true,
"IDH","2118","0002","Leguin","//bkstr.scene7.com/is/image/Bkstr/9780060512750","N/A","9780060512750","Dispossessed (Trade Ed)","Harper Collins Publishers",11.99,true,true,
"IDH","2118","0002","Claeys","//bkstr.scene7.com/is/image/Bkstr/9781479837076","2nd","9781479837076","Utopia Reader","New York University Press",40,false,true,
"IDH","2118","0002","Claeys","//bkstr.scene7.com/is/image/Bkstr/9781479837076","2nd","9781479837076","Utopia Reader","New York University Press",30,false,true,
"IDH","2118","0002","Claeys","//bkstr.scene7.com/is/image/Bkstr/9781479837076","2nd","9781479837076","Utopia Reader","New York University Press",16,true,true,
"IDH","2118","0002","Claeys","//bkstr.scene7.com/is/image/Bkstr/9781479837076","2nd","9781479837076","Utopia Reader","New York University Press",30,true,true,
"IDH","2118","0002","Smith","//bkstr.scene7.com/is/image/Bkstr/9781608462667","N/A","9781608462667","Marx's Capital","HAYMARKET",15,false,true,
"IDH","2118","0002","Smith","//bkstr.scene7.com/is/image/Bkstr/9781608462667","N/A","9781608462667","Marx's Capital","HAYMARKET",11.25,false,true,
"IDH","2118","0002","Smith","//bkstr.scene7.com/is/image/Bkstr/9781608462667","N/A","9781608462667","Marx's Capital","HAYMARKET",6,true,true,
"IDH","2118","0002","Smith","//bkstr.scene7.com/is/image/Bkstr/9781608462667","N/A","9781608462667","Marx's Capital","HAYMARKET",11.25,true,true,
"IDH","2118","0002","Piercy","//bkstr.scene7.com/is/image/Bkstr/9780449000946","N/A","9780449000946","Woman on the Edge of Time (Trade Ed)","Ballantine Books",17,false,true,
"IDH","2118","0002","Piercy","//bkstr.scene7.com/is/image/Bkstr/9780449000946","N/A","9780449000946","Woman on the Edge of Time (Trade Ed)","Ballantine Books",12.75,false,true,
"IDH","2118","0002","Piercy","//bkstr.scene7.com/is/image/Bkstr/9780449000946","N/A","9780449000946","Woman on the Edge of Time (Trade Ed)","Ballantine Books",6.8,true,true,
"IDH","2118","0002","Piercy","//bkstr.scene7.com/is/image/Bkstr/9780449000946","N/A","9780449000946","Woman on the Edge of Time (Trade Ed)","Ballantine Books",12.75,true,true,
"IDH","2118","0002","Atwood","//bkstr.scene7.com/is/image/Bkstr/9780547345666","N/A","9780547345666","The Handmaid's Tale","Houghton Mifflin Harcourt Supplemental Publishers",11,true,false,
"IDS","2170","0001","Bakan","//bkstr.scene7.com/is/image/Bkstr/9781260130836","3rd","9781260130836","World Music: TRAD & TRA (Connect Acc)(CUSTOM)","McGraw-Hill",120,false,true,
"IDS","2170","0001","Bakan","//bkstr.scene7.com/is/image/Bkstr/9781260130836","3rd","9781260130843","Connect Online Access for World Music: Traditions and Transformations","McGraw-Hill",120,true,false,"180"
"IDS","2194","0001","Diaz","//bkstr.scene7.com/is/image/Bkstr/9781594483295","N/A","9781594483295","Brief Wondrous Life of Oscar Wao","Riverhead Trade",16,false,true,
"IDS","2194","0001","Diaz","//bkstr.scene7.com/is/image/Bkstr/9781594483295","N/A","9781594483295","Brief Wondrous Life of Oscar Wao","Riverhead Trade",11.2,true,true,
"IDS","2194","0001","Diaz","//bkstr.scene7.com/is/image/Bkstr/9781594483295","N/A","9781594483295","Brief Wondrous Life of Oscar Wao","Riverhead Trade",12,false,true,
"IDS","2194","0001","Mukherjee","//bkstr.scene7.com/is/image/Bkstr/9780802136305","N/A","9780802136305","Jasmine","Grove Atlantic, Incorporated",16,false,true,
"IDS","2194","0001","Mukherjee","//bkstr.scene7.com/is/image/Bkstr/9780802136305","N/A","9780802136305","Jasmine","Grove Atlantic, Incorporated",10.4,true,true,
"IDS","2194","0001","Mukherjee","//bkstr.scene7.com/is/image/Bkstr/9780802136305","N/A","9780802136305","Jasmine","Grove Atlantic, Incorporated",6.4,true,true,
"IDS","2194","0001","Mukherjee","//bkstr.scene7.com/is/image/Bkstr/9780802136305","N/A","9780802136305","Jasmine","Grove Atlantic, Incorporated",12,false,true,
"IDS","2194","0001","Proulx","//bkstr.scene7.com/is/image/Bkstr/9780684831541","N/A","9780684831541","Accordion Crimes","Simon & Schuster",17,false,true,
"IDS","2194","0001","Proulx","//bkstr.scene7.com/is/image/Bkstr/9780684831541","N/A","9780684831541","Accordion Crimes","Simon & Schuster",12.75,false,true,
"IDS","2194","0001","Boyle","//bkstr.scene7.com/is/image/Bkstr/9780140238280","N/A","9780140238280","Tortilla Curtain","Penguin (c/o RH)",17,false,true,
"IDS","2194","0001","Boyle","//bkstr.scene7.com/is/image/Bkstr/9780140238280","N/A","9780140238280","Tortilla Curtain","Penguin (c/o RH)",6.8,true,true,
